"","AIC","BIC","ll","LRT","p"
"Three-level model",33.8101550103621,36.4812702840506,-13.9050775051811,NA,NA
"Within-studies variance constrained",37.8071763811834,39.5879198969758,-16.9035881905917,5.99702137082133,0.014330052228415
"Between-studies variance constrained",31.8101876496525,33.5909311654449,-13.9050938248263,3.26392904241857e-05,0.995441645957894
"Both variance components constrained",39.4468007625582,40.3371725204544,-18.7234003812791,9.63664575219614,0.00808032749187322
