"","AIC","BIC","ll","LRT","p"
"Three-level model",68.3934667410517,72.5970588860382,-31.1967333705259,NA,NA
"Within-studies variance constrained",70.7579513924545,73.5603461557788,-33.3789756962272,4.36448465140272,0.0366955810761802
"Between-studies variance constrained",70.3294627987082,73.1318575620325,-33.1647313993541,3.93599605765647,0.0472631434762935
"Both variance components constrained",92.5136373855241,93.9148347671863,-45.2568186927621,28.1201706444724,7.83037442952528e-07
